ID,Recognition Number,Organisation Acronym,Organisation Name,Recognition Permission Type,Qualification Type,Level,Sector Subject Area,Apprenticeship Standard Code,Apprenticeship Standard Name,Technical Qualification Subject,Qualification Description,Start Date
13239,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,15.5 Law and legal services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13240,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Essential Digital Skills,Entry Level-Entry 3,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13241,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Essential Digital Skills,Level 1,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13242,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",01.1 Medicine and Dentistry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13243,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",01.2 Nursing and subjects and vocations allied to medicine,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13244,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13245,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13246,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13247,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13248,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13249,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13250,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13251,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13252,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13253,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13254,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13255,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13256,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",05.1 Architecture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13257,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",05.2 Building and construction,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13258,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3","05.3 Urban, rural and regional planning",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13259,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",06.1 ICT practitioners,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13260,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13261,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",07.1 Retailing and wholesaling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13262,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",07.2 Warehousing and distribution,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13263,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",07.3 Service enterprises,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13264,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",07.4 Hospitality and catering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13265,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3","08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13266,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",08.2 Travel and tourism,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13267,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13268,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3","09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13269,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",09.3 Media and communication,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13270,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",09.4 Publishing and information services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13271,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13272,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",10.2 Archaeology and archaeological sciences,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13273,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",10.3 Philosophy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13274,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13275,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13276,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",11.2 Sociology and social policy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13277,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",11.3 Politics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13278,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",11.4 Economics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13279,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",11.5 Anthropology,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13280,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3","12.1 Languages, literature and culture of the British Isles",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13281,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3","12.2 Other languages, literature and culture",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13282,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",12.3 Linguistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13283,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",13.1 Teaching and lecturing,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13284,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",13.2 Direct learning support,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13285,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13286,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",14.2 Preparation for work,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13287,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",15.1 Accounting and finance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13288,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",15.2 Administration,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13289,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13290,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",15.4 Marketing and sales,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13291,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,"Entry Level-Entry 1,2,3",15.5 Law and legal services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13292,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,01.1 Medicine and Dentistry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13293,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,01.2 Nursing and subjects and vocations allied to medicine,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13294,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13295,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13296,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13297,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13298,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13299,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13300,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13301,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13302,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13303,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13304,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13305,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13306,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,05.1 Architecture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13307,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Functional Skills,Level 1,05.2 Building and construction,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
